suite	lemma	expected_status	run1_status	run1_exit	run1_loop	run2_status	run2_exit	run2_loop	selected_run	selected_raw_output	selection_reason
v7	batch_fail_consumes_state	verified	verified	0	false	verified	0	false	run2	proofs/v7/batch_fail_consumes_state.out	run2 terminal and matches frozen expected vector
v7	complete_requires_all_added_slots_processed	verified	verified	0	false	verified	0	false	run2	proofs/v7/complete_requires_all_added_slots_processed.out	run2 terminal and matches frozen expected vector
v7	complete_requires_all_slots_done	verified	verified	0	false	verified	0	false	run2	proofs/v7/complete_requires_all_slots_done.out	run2 terminal and matches frozen expected vector
v7	complete_requires_seal	verified	verified	0	false	verified	0	false	run2	proofs/v7/complete_requires_seal.out	run2 terminal and matches frozen expected vector
v7	executable_batch_complete	verified	verified	0	false	verified	0	false	run2	proofs/v7/executable_batch_complete.out	run2 terminal and matches frozen expected vector
v7	executable_batch_fail	verified	verified	0	false	verified	0	false	run2	proofs/v7/executable_batch_fail.out	run2 terminal and matches frozen expected vector
v7	executable_four_slots_added	verified	verified	0	false	verified	0	false	run2	proofs/v7/executable_four_slots_added.out	run2 terminal and matches frozen expected vector
v7	executable_four_slots_processed	verified	verified	0	false	verified	0	false	run2	proofs/v7/executable_four_slots_processed.out	run2 terminal and matches frozen expected vector
v7	executable_seal_batch	verified	verified	0	false	verified	0	false	run2	proofs/v7/executable_seal_batch.out	run2 terminal and matches frozen expected vector
v7	fail_requires_seal	verified	verified	0	false	verified	0	false	run2	proofs/v7/fail_requires_seal.out	run2 terminal and matches frozen expected vector
v7	no_add_after_complete	verified	verified	0	false	verified	0	false	run2	proofs/v7/no_add_after_complete.out	run2 terminal and matches frozen expected vector
v7	no_add_after_fail	verified	verified	0	false	verified	0	false	run2	proofs/v7/no_add_after_fail.out	run2 terminal and matches frozen expected vector
v7	no_add_after_seal	verified	verified	0	false	verified	0	false	run2	proofs/v7/no_add_after_seal.out	run2 terminal and matches frozen expected vector
v7	no_slot_accept_after_close	verified	verified	0	false	verified	0	false	run2	proofs/v7/no_slot_accept_after_close.out	run2 terminal and matches frozen expected vector
v7	no_slot_accept_after_complete	verified	verified	0	false	verified	0	false	run2	proofs/v7/no_slot_accept_after_complete.out	run2 terminal and matches frozen expected vector
v7	no_slot_accept_after_fail	verified	verified	0	false	verified	0	false	run2	proofs/v7/no_slot_accept_after_fail.out	run2 terminal and matches frozen expected vector
v7	process_requires_seal	verified	verified	0	false	verified	0	false	run2	proofs/v7/process_requires_seal.out	run2 terminal and matches frozen expected vector
v7	process_requires_slot_added	verified	verified	0	false	verified	0	false	run2	proofs/v7/process_requires_slot_added.out	run2 terminal and matches frozen expected vector
v7	receiver_state_single_batch_end	verified	verified	0	false	verified	0	false	run2	proofs/v7/receiver_state_single_batch_end.out	run2 terminal and matches frozen expected vector
v7	seal_requires_all_slots_added	verified	verified	0	false	verified	0	false	run2	proofs/v7/seal_requires_all_slots_added.out	run2 terminal and matches frozen expected vector
v7	slot_origin	verified	verified	0	false	verified	0	false	run2	proofs/v7/slot_origin.out	run2 terminal and matches frozen expected vector
